Test,State,Year, Total, Total Passed, % Passed,Num Black, Black Passed, % Black Passed, % Black,Num Hispanic, Hisp Passed, % Hisp Passed, % Hisp,Num Asian, Asian Passed, % Asian Passed, % Asian,Num White, White Passed, % White Passed, % White,Num PI, PI Passed, % PI Passed, % PI,Num NA, NA Passed, % NA Passed, % NA,Num 2+, 2+ Passed, % 2+ Passed, % 2+,Num Other, Other Passed, % Other Passed, % Other,Fem Total, Fem Passed, % Fem Passed, % Fem,Num Black Fem, Fem Black Passed, % Fem Black Passed, % Fem Black,Num Hispanic Fem, Fem Hisp Passed, % Fem Hisp Passed, % Fem Hisp,Num Asian Fem, Fem Asian Passed, % Fem Asian Passed, % Fem Asian,Num White Fem, Fem White Passed, % Fem White Passed, % Fem White,Num PI Fem, Fem PI Passed, % Fem PI Passed, % Fem PI,Num NA Fem, Fem NA Passed, % Fem NA Passed, % Fem NA,Num 2+ Fem, Fem 2+ Passed, % Fem 2+ Passed, % Fem 2+,Num Other Fem, Fem Other Passed, % Fem Other Passed,% Fem Other,Male Total, Male Passed, % Male Passed, % Male,Num Black Male, Male Black Passed, % Male Black Passed, % Male Black,Num Hispanic Male, Male Hisp Passed, % Male Hisp Passed, % Male Hisp,Num Asian Male, Male Asian Passed, % Male Asian Passed, % Male Asian,Num White Male, Male White Passed, % Male White Passed, % Male White,Num PI Male, Male PI Passed, % Male PI Passed, % Male PI,Num NA Male, Male NA Passed, % Male NA Passed, % Male NA,Num 2+ Male, Male 2+ Passed, % Male 2+ Passed, % Male 2+,Num Other Male, Male Other Passed, % Male Other Passed, % Male Other
CSP,Ohio,2017,915,735,80.33,46,19,41.3,5.03,33,19,57.58,3.61,102,81,79.41,11.15,670,562,83.88,73.22,0,0,0,0,1,0,0,0.11,49,42,85.71,5.36,0,0,0,0,274,211,77.01,29.95,17,6,35.29,1.86,14,8,57.14,1.53,49,40,81.63,5.36,178,143,80.34,19.45,0,0,0,0,0,0,0,0,14,12,85.71,1.53,0,0,0,0,641,524,81.75,70.05,29,13,44.83,3.17,19,11,57.89,2.08,53,41,77.36,5.79,492,419,85.16,53.77,0,0,0,0,1,0,0,0.11,35,30,85.71,3.83,0,0,0,0
CSP,Ohio,2018,1413,1030,72.89,129,53,41.09,9.13,72,44,61.11,5.1,165,132,80,11.68,952,739,77.63,67.37,3,0,0,0.21,3,0,0,0.21,59,40,67.8,4.18,0,0,0,0,359,250,69.64,25.41,47,16,34.04,3.33,17,8,47.06,1.2,46,39,84.78,3.26,223,172,77.13,15.78,0,0,0,0,0,0,0,0,18,10,55.56,1.27,0,0,0,0,1054,780,74,74.59,82,37,45.12,5.8,55,36,65.45,3.89,119,93,78.15,8.42,729,567,77.78,51.59,3,0,0,0.21,3,0,0,0.21,41,30,73.17,2.9,0,0,0,0
CSP,Ohio,2019,2191,1607,73.35,199,64,32.16,9.08,115,59,51.3,5.25,266,215,80.83,12.14,1472,1167,79.28,67.18,3,0,0,0.14,1,0,0,0.05,88,67,76.14,4.02,0,0,0,0,627,434,69.22,28.62,78,20,25.64,3.56,40,16,40,1.83,97,80,82.47,4.43,366,287,78.42,16.7,2,0,0,0.09,1,0,0,0.05,31,20,64.52,1.41,0,0,0,0,1564,1173,75,71.38,121,44,36.36,5.52,75,43,57.33,3.42,169,135,79.88,7.71,1106,880,79.57,50.48,1,0,0,0.05,0,0,0,0,57,47,82.46,2.6,0,0,0,0
CSP,North Dakota,2017,56,46,82.14,1,0,0,1.79,3,0,0,5.36,0,0,0,0,50,42,84,89.29,0,0,0,0,1,0,0,1.79,1,0,0,1.79,0,0,0,0,10,8,80,17.86,0,0,0,0,1,0,0,1.79,0,0,0,0,7,6,85.71,12.5,0,0,0,0,1,0,0,1.79,1,0,0,1.79,0,0,0,0,46,38,82.61,82.14,1,0,0,1.79,2,0,0,3.57,0,0,0,0,43,36,83.72,76.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,North Dakota,2018,15,13,86.67,0,0,0,0,0,0,0,0,0,0,0,0,14,12,85.71,93.33,0,0,0,0,1,0,0,6.67,0,0,0,0,0,0,0,0,1,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,85.71,93.33,0,0,0,0,0,0,0,0,0,0,0,0,13,11,84.62,86.67,0,0,0,0,1,0,0,6.67,0,0,0,0,0,0,0,0
CSP,North Dakota,2019,50,38,76,2,0,0,4,5,2,40,10,2,0,0,4,37,29,78.38,74,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,12,7,58.33,24,0,0,0,0,1,0,0,2,1,0,0,2,10,6,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,81.58,76,2,0,0,4,4,0,0,8,1,0,0,2,27,23,85.19,54,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
CSP,North Carolina,2017,976,756,77.46,72,26,36.11,7.38,74,43,58.11,7.58,111,101,90.99,11.37,658,541,82.22,67.42,1,0,0,0.1,1,0,0,0.1,44,29,65.91,4.51,0,0,0,0,241,174,72.2,24.69,19,7,36.84,1.95,22,13,59.09,2.25,26,23,88.46,2.66,152,115,75.66,15.57,0,0,0,0,1,0,0,0.1,16,10,62.5,1.64,0,0,0,0,735,582,79.18,75.31,53,19,35.85,5.43,52,30,57.69,5.33,85,78,91.76,8.71,506,426,84.19,51.84,1,0,0,0.1,0,0,0,0,28,19,67.86,2.87,0,0,0,0
CSP,North Carolina,2018,1986,1479,74.47,144,61,42.36,7.25,143,89,62.24,7.2,412,351,85.19,20.75,1148,866,75.44,57.8,2,0,0,0.1,4,0,0,0.2,83,64,77.11,4.18,0,0,0,0,621,468,75.36,31.27,57,26,45.61,2.87,45,25,55.56,2.27,151,130,86.09,7.6,328,255,77.74,16.52,1,0,0,0.05,3,0,0,0.15,24,18,75,1.21,0,0,0,0,1365,1011,74.07,68.73,87,35,40.23,4.38,98,64,65.31,4.93,261,221,84.67,13.14,820,611,74.51,41.29,1,0,0,0.05,1,0,0,0.05,59,46,77.97,2.97,0,0,0,0
CSP,North Carolina,2019,3138,2249,71.67,258,97,37.6,8.22,330,182,55.15,10.52,588,471,80.1,18.74,1736,1340,77.19,55.32,4,0,0,0.13,8,4,50,0.25,129,92,71.32,4.11,0,0,0,0,930,643,69.14,29.64,98,32,32.65,3.12,91,51,56.04,2.9,212,166,78.3,6.76,463,349,75.38,14.75,0,0,0,0,2,0,0,0.06,38,28,73.68,1.21,0,0,0,0,2208,1606,72.74,70.36,160,65,40.62,5.1,239,131,54.81,7.62,376,305,81.12,11.98,1273,991,77.85,40.57,4,0,0,0.13,6,3,50,0.19,91,64,70.33,2.9,0,0,0,0
CSP,New York,2017,4302,3277,76.17,437,196,44.85,10.16,797,459,57.59,18.53,1480,1263,85.34,34.4,1361,1180,86.7,31.64,8,3,37.5,0.19,13,9,69.23,0.3,119,104,87.39,2.77,3,0,0,0.07,1625,1170,72,37.77,197,87,44.16,4.58,318,162,50.94,7.39,616,521,84.58,14.32,421,351,83.37,9.79,3,0,0,0.07,2,0,0,0.05,41,32,78.05,0.95,1,0,0,0.02,2677,2107,78.71,62.23,240,109,45.42,5.58,479,297,62,11.13,864,742,85.88,20.08,940,829,88.19,21.85,5,3,60,0.12,11,7,63.64,0.26,78,72,92.31,1.81,2,0,0,0.05
CSP,New York,2018,5950,4105,68.99,758,299,39.45,12.74,1168,583,49.91,19.63,1736,1413,81.39,29.18,1874,1548,82.6,31.5,19,7,36.84,0.32,16,4,25,0.27,175,138,78.86,2.94,1,0,0,0.02,2395,1578,65.89,40.25,345,150,43.48,5.8,499,218,43.69,8.39,717,574,80.06,12.05,664,533,80.27,11.16,10,4,40,0.17,6,2,33.33,0.1,66,51,77.27,1.11,0,0,0,0,3555,2527,71.08,59.75,413,149,36.08,6.94,669,365,54.56,11.24,1019,839,82.34,17.13,1210,1015,83.88,20.34,9,3,33.33,0.15,10,2,20,0.17,109,87,79.82,1.83,1,0,0,0.02
CSP,New York,2019,7553,5239,69.36,886,345,38.94,11.73,1416,714,50.42,18.75,2088,1682,80.56,27.64,2647,2157,81.49,35.05,9,5,55.56,0.12,24,6,25,0.32,224,168,75,2.97,0,0,0,0,3030,1984,65.48,40.12,412,160,38.83,5.45,626,277,44.25,8.29,878,701,79.84,11.62,910,724,79.56,12.05,2,0,0,0.03,9,2,22.22,0.12,100,69,69,1.32,0,0,0,0,4523,3255,71.97,59.88,474,185,39.03,6.28,790,437,55.32,10.46,1210,981,81.07,16.02,1737,1433,82.5,23,7,4,57.14,0.09,15,4,26.67,0.2,124,99,79.84,1.64,0,0,0,0
CSP,New Mexico,2017,95,70,73.68,0,0,0,0,48,37,77.08,50.53,13,8,61.54,13.68,30,23,76.67,31.58,0,0,0,0,1,0,0,1.05,3,0,0,3.16,0,0,0,0,30,23,76.67,31.58,0,0,0,0,17,13,76.47,17.89,5,3,60,5.26,8,7,87.5,8.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,47,72.31,68.42,0,0,0,0,31,24,77.42,32.63,8,5,62.5,8.42,22,16,72.73,23.16,0,0,0,0,1,0,0,1.05,3,0,0,3.16,0,0,0,0
CSP,New Mexico,2018,102,71,69.61,1,0,0,0.98,44,29,65.91,43.14,6,5,83.33,5.88,30,24,80,29.41,0,0,0,0,12,5,41.67,11.76,8,6,75,7.84,0,0,0,0,25,16,64,24.51,0,0,0,0,8,3,37.5,7.84,2,0,0,1.96,5,5,100,4.9,0,0,0,0,5,2,40,4.9,4,0,0,3.92,0,0,0,0,77,55,71.43,75.49,1,0,0,0.98,36,26,72.22,35.29,4,0,0,3.92,25,19,76,24.51,0,0,0,0,7,3,42.86,6.86,4,0,0,3.92,0,0,0,0
CSP,New Mexico,2019,132,94,71.21,1,0,0,0.76,61,33,54.1,46.21,15,13,86.67,11.36,48,42,87.5,36.36,0,0,0,0,2,0,0,1.52,3,0,0,2.27,0,0,0,0,31,21,67.74,23.48,1,0,0,0.76,14,6,42.86,10.61,5,4,80,3.79,11,10,90.91,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,73,72.28,76.52,0,0,0,0,47,27,57.45,35.61,10,9,90,7.58,37,32,86.49,28.03,0,0,0,0,2,0,0,1.52,3,0,0,2.27,0,0,0,0
CSP,New Jersey,2017,1641,1341,81.72,63,38,60.32,3.84,224,144,64.29,13.65,395,348,88.1,24.07,847,719,84.89,51.61,2,0,0,0.12,2,0,0,0.12,71,58,81.69,4.33,0,0,0,0,520,424,81.54,31.69,27,15,55.56,1.65,68,42,61.76,4.14,135,116,85.93,8.23,254,220,86.61,15.48,1,0,0,0.06,1,0,0,0.06,22,20,90.91,1.34,0,0,0,0,1121,917,81.8,68.31,36,23,63.89,2.19,156,102,65.38,9.51,260,232,89.23,15.84,593,499,84.15,36.14,1,0,0,0.06,1,0,0,0.06,49,38,77.55,2.99,0,0,0,0
CSP,New Jersey,2018,2764,2231,80.72,104,72,69.23,3.76,396,244,61.62,14.33,654,563,86.09,23.66,1428,1193,83.54,51.66,6,4,66.67,0.22,0,0,0,0,95,83,87.37,3.44,0,0,0,0,903,712,78.85,32.67,37,26,70.27,1.34,121,74,61.16,4.38,216,191,88.43,7.81,471,371,78.77,17.04,1,0,0,0.04,0,0,0,0,23,19,82.61,0.83,0,0,0,0,1861,1519,81.62,67.33,67,46,68.66,2.42,275,170,61.82,9.95,438,372,84.93,15.85,957,822,85.89,34.62,5,3,60,0.18,0,0,0,0,72,64,88.89,2.6,0,0,0,0
CSP,New Jersey,2019,3451,2796,81.02,178,102,57.3,5.16,486,312,64.2,14.08,969,854,88.13,28.08,1593,1338,83.99,46.16,3,0,0,0.09,12,9,75,0.35,112,97,86.61,3.25,0,0,0,0,1191,972,81.61,34.51,72,42,58.33,2.09,163,101,61.96,4.72,358,315,87.99,10.37,517,445,86.07,14.98,1,0,0,0.03,3,0,0,0.09,47,41,87.23,1.36,0,0,0,0,2260,1824,80.71,65.49,106,60,56.6,3.07,323,211,65.33,9.36,611,539,88.22,17.71,1076,893,82.99,31.18,2,0,0,0.06,9,6,66.67,0.26,65,56,86.15,1.88,0,0,0,0
CSP,New Hampshire,2017,38,35,92.11,1,0,0,2.63,2,0,0,5.26,0,0,0,0,33,32,96.97,86.84,0,0,0,0,0,0,0,0,2,0,0,5.26,0,0,0,0,5,4,80,13.16,1,0,0,2.63,0,0,0,0,0,0,0,0,4,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,93.94,86.84,0,0,0,0,2,0,0,5.26,0,0,0,0,29,28,96.55,76.32,0,0,0,0,0,0,0,0,2,0,0,5.26,0,0,0,0
CSP,New Hampshire,2018,215,153,71.16,1,0,0,0.47,4,0,0,1.86,23,18,78.26,10.7,161,111,68.94,74.88,0,0,0,0,1,0,0,0.47,5,4,80,2.33,0,0,0,0,62,47,75.81,28.84,0,0,0,0,0,0,0,0,12,11,91.67,5.58,43,31,72.09,20,0,0,0,0,0,0,0,0,2,0,0,0.93,0,0,0,0,153,106,69.28,71.16,1,0,0,0.47,4,0,0,1.86,11,7,63.64,5.12,118,80,67.8,54.88,0,0,0,0,1,0,0,0.47,3,0,0,1.4,0,0,0,0
CSP,New Hampshire,2019,271,222,81.92,1,0,0,0.37,10,9,90,3.69,31,25,80.65,11.44,216,176,81.48,79.7,0,0,0,0,0,0,0,0,9,9,100,3.32,0,0,0,0,92,75,81.52,33.95,1,0,0,0.37,3,0,0,1.11,15,13,86.67,5.54,71,58,81.69,26.2,0,0,0,0,0,0,0,0,1,0,0,0.37,0,0,0,0,179,147,82.12,66.05,0,0,0,0,7,7,100,2.58,16,12,75,5.9,145,118,81.38,53.51,0,0,0,0,0,0,0,0,8,8,100,2.95,0,0,0,0
CSP,Nevada,2017,329,224,68.09,12,4,33.33,3.65,89,54,60.67,27.05,61,42,68.85,18.54,142,107,75.35,43.16,0,0,0,0,2,0,0,0.61,19,14,73.68,5.78,0,0,0,0,99,63,63.64,30.09,3,0,0,0.91,35,22,62.86,10.64,24,14,58.33,7.29,30,21,70,9.12,0,0,0,0,0,0,0,0,5,4,80,1.52,0,0,0,0,230,161,70,69.91,9,4,44.44,2.74,54,32,59.26,16.41,37,28,75.68,11.25,112,86,76.79,34.04,0,0,0,0,2,0,0,0.61,14,10,71.43,4.26,0,0,0,0
CSP,Nevada,2018,746,440,58.98,38,18,47.37,5.09,248,111,44.76,33.24,115,78,67.83,15.42,244,172,70.49,32.71,3,0,0,0.4,1,0,0,0.13,74,44,59.46,9.92,0,0,0,0,272,142,52.21,36.46,20,7,35,2.68,103,39,37.86,13.81,45,30,66.67,6.03,67,49,73.13,8.98,0,0,0,0,1,0,0,0.13,24,10,41.67,3.22,0,0,0,0,474,298,62.87,63.54,18,11,61.11,2.41,145,72,49.66,19.44,70,48,68.57,9.38,177,123,69.49,23.73,3,0,0,0.4,0,0,0,0,50,34,68,6.7,0,0,0,0
CSP,Nevada,2019,2041,1033,50.61,58,24,41.38,2.84,836,253,30.26,40.96,270,193,71.48,13.23,672,451,67.11,32.93,8,3,37.5,0.39,7,3,42.86,0.34,140,85,60.71,6.86,0,0,0,0,777,333,42.86,38.07,27,11,40.74,1.32,378,97,25.66,18.52,99,63,63.64,4.85,205,130,63.41,10.04,0,0,0,0,3,0,0,0.15,51,29,56.86,2.5,0,0,0,0,1264,700,55.38,61.93,31,13,41.94,1.52,458,156,34.06,22.44,171,130,76.02,8.38,467,321,68.74,22.88,8,3,37.5,0.39,4,0,0,0.2,89,56,62.92,4.36,0,0,0,0
CSP,Nebraska,2017,47,46,97.87,1,0,0,2.13,3,0,0,6.38,10,10,100,21.28,28,27,96.43,59.57,0,0,0,0,2,0,0,4.26,2,0,0,4.26,0,0,0,0,5,4,80,10.64,1,0,0,2.13,0,0,0,0,2,0,0,4.26,2,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,100,89.36,0,0,0,0,3,0,0,6.38,8,8,100,17.02,26,26,100,55.32,0,0,0,0,2,0,0,4.26,2,0,0,4.26,0,0,0,0
CSP,Nebraska,2018,142,123,86.62,1,0,0,0.7,9,6,66.67,6.34,26,23,88.46,18.31,94,87,92.55,66.2,0,0,0,0,0,0,0,0,6,3,50,4.23,0,0,0,0,23,21,91.3,16.2,0,0,0,0,3,0,0,2.11,6,6,100,4.23,13,13,100,9.15,0,0,0,0,0,0,0,0,1,0,0,0.7,0,0,0,0,119,102,85.71,83.8,1,0,0,0.7,6,5,83.33,4.23,20,17,85,14.08,81,74,91.36,57.04,0,0,0,0,0,0,0,0,5,2,40,3.52,0,0,0,0
CSP,Nebraska,2019,218,187,85.78,8,7,87.5,3.67,19,12,63.16,8.72,25,24,96,11.47,148,131,88.51,67.89,0,0,0,0,0,0,0,0,14,11,78.57,6.42,0,0,0,0,55,48,87.27,25.23,2,0,0,0.92,7,5,71.43,3.21,9,9,100,4.13,29,26,89.66,13.3,0,0,0,0,0,0,0,0,7,6,85.71,3.21,0,0,0,0,163,139,85.28,74.77,6,5,83.33,2.75,12,7,58.33,5.5,16,15,93.75,7.34,119,105,88.24,54.59,0,0,0,0,0,0,0,0,7,5,71.43,3.21,0,0,0,0
CSP,Montana,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,Montana,2018,10,7,70,0,0,0,0,0,0,0,0,0,0,0,0,9,6,66.67,90,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,70,100,0,0,0,0,0,0,0,0,0,0,0,0,9,6,66.67,90,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0
CSP,Montana,2019,36,27,75,0,0,0,0,0,0,0,0,2,0,0,5.56,33,24,72.73,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,66.67,33.33,0,0,0,0,0,0,0,0,1,0,0,2.78,10,6,60,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,79.17,66.67,0,0,0,0,0,0,0,0,1,0,0,2.78,23,18,78.26,63.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,Montana,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,Montana,2018,10,7,70,0,0,0,0,0,0,0,0,0,0,0,0,9,6,66.67,90,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,70,100,0,0,0,0,0,0,0,0,0,0,0,0,9,6,66.67,90,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0
CSP,Montana,2019,36,27,75,0,0,0,0,0,0,0,0,2,0,0,5.56,33,24,72.73,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,66.67,33.33,0,0,0,0,0,0,0,0,1,0,0,2.78,10,6,60,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,79.17,66.67,0,0,0,0,0,0,0,0,1,0,0,2.78,23,18,78.26,63.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,Mississippi,2017,86,51,59.3,9,2,22.22,10.47,8,6,75,9.3,15,13,86.67,17.44,49,27,55.1,56.98,0,0,0,0,0,0,0,0,4,0,0,4.65,0,0,0,0,23,14,60.87,26.74,5,1,20,5.81,4,0,0,4.65,4,0,0,4.65,9,5,55.56,10.47,0,0,0,0,0,0,0,0,1,0,0,1.16,0,0,0,0,63,37,58.73,73.26,4,0,0,4.65,4,0,0,4.65,11,9,81.82,12.79,40,22,55,46.51,0,0,0,0,0,0,0,0,3,0,0,3.49,0,0,0,0
CSP,Mississippi,2018,182,87,47.8,29,6,20.69,15.93,9,2,22.22,4.95,20,14,70,10.99,106,57,53.77,58.24,1,0,0,0.55,1,0,0,0.55,13,7,53.85,7.14,0,0,0,0,65,29,44.62,35.71,12,2,16.67,6.59,7,2,28.57,3.85,3,0,0,1.65,37,22,59.46,20.33,1,0,0,0.55,0,0,0,0,5,1,20,2.75,0,0,0,0,117,58,49.57,64.29,17,4,23.53,9.34,2,0,0,1.1,17,12,70.59,9.34,69,35,50.72,37.91,0,0,0,0,1,0,0,0.55,8,6,75,4.4,0,0,0,0
CSP,Mississippi,2019,300,167,55.67,37,12,32.43,12.33,21,6,28.57,7,27,16,59.26,9,192,123,64.06,64,0,0,0,0,0,0,0,0,22,10,45.45,7.33,0,0,0,0,113,64,56.64,37.67,14,5,35.71,4.67,6,1,16.67,2,13,7,53.85,4.33,68,47,69.12,22.67,0,0,0,0,0,0,0,0,12,4,33.33,4,0,0,0,0,187,103,55.08,62.33,23,7,30.43,7.67,15,5,33.33,5,14,9,64.29,4.67,124,76,61.29,41.33,0,0,0,0,0,0,0,0,10,6,60,3.33,0,0,0,0
CSP,Missouri,2017,165,111,67.27,15,2,13.33,9.09,8,6,75,4.85,10,9,90,6.06,125,92,73.6,75.76,0,0,0,0,0,0,0,0,4,0,0,2.42,0,0,0,0,55,35,63.64,33.33,5,2,40,3.03,4,0,0,2.42,4,0,0,2.42,39,27,69.23,23.64,0,0,0,0,0,0,0,0,1,0,0,0.61,0,0,0,0,110,76,69.09,66.67,10,0,0,6.06,4,0,0,2.42,6,6,100,3.64,86,65,75.58,52.12,0,0,0,0,0,0,0,0,3,0,0,1.82,0,0,0,0
CSP,Missouri,2018,294,209,71.09,19,5,26.32,6.46,14,8,57.14,4.76,31,22,70.97,10.54,202,154,76.24,68.71,0,0,0,0,2,0,0,0.68,18,14,77.78,6.12,0,0,0,0,75,53,70.67,25.51,10,3,30,3.4,5,4,80,1.7,4,0,0,1.36,48,37,77.08,16.33,0,0,0,0,0,0,0,0,5,4,80,1.7,0,0,0,0,219,156,71.23,74.49,9,2,22.22,3.06,9,4,44.44,3.06,27,19,70.37,9.18,154,117,75.97,52.38,0,0,0,0,2,0,0,0.68,13,10,76.92,4.42,0,0,0,0
CSP,Missouri,2019,474,335,70.68,51,18,35.29,10.76,25,10,40,5.27,39,29,74.36,8.23,319,253,79.31,67.3,0,0,0,0,1,0,0,0.21,27,18,66.67,5.7,0,0,0,0,111,72,64.86,23.42,18,5,27.78,3.8,8,1,12.5,1.69,9,8,88.89,1.9,61,50,81.97,12.87,0,0,0,0,0,0,0,0,11,6,54.55,2.32,0,0,0,0,363,263,72.45,76.58,33,13,39.39,6.96,17,9,52.94,3.59,30,21,70,6.33,258,203,78.68,54.43,0,0,0,0,1,0,0,0.21,16,12,75,3.38,0,0,0,0
CSP,Minnesota,2017,456,394,86.4,16,7,43.75,3.51,32,17,53.12,7.02,111,107,96.4,24.34,266,238,89.47,58.33,1,0,0,0.22,1,0,0,0.22,19,16,84.21,4.17,0,0,0,0,113,90,79.65,24.78,7,2,28.57,1.54,10,4,40,2.19,30,28,93.33,6.58,58,51,87.93,12.72,0,0,0,0,0,0,0,0,5,3,60,1.1,0,0,0,0,343,304,88.63,75.22,9,5,55.56,1.97,22,13,59.09,4.82,81,79,97.53,17.76,208,187,89.9,45.61,1,0,0,0.22,1,0,0,0.22,14,13,92.86,3.07,0,0,0,0
CSP,Minnesota,2018,601,501,83.36,18,10,55.56,3,45,25,55.56,7.49,148,125,84.46,24.63,343,302,88.05,57.07,2,0,0,0.33,1,0,0,0.17,20,19,95,3.33,0,0,0,0,135,112,82.96,22.46,7,4,57.14,1.16,13,6,46.15,2.16,40,36,90,6.66,67,59,88.06,11.15,1,0,0,0.17,0,0,0,0,5,5,100,0.83,0,0,0,0,466,389,83.48,77.54,11,6,54.55,1.83,32,19,59.38,5.32,108,89,82.41,17.97,276,243,88.04,45.92,1,0,0,0.17,1,0,0,0.17,15,14,93.33,2.5,0,0,0,0
CSP,Minnesota,2019,605,440,72.73,39,15,38.46,6.45,58,22,37.93,9.59,123,97,78.86,20.33,337,272,80.71,55.7,0,0,0,0,2,0,0,0.33,22,18,81.82,3.64,0,0,0,0,156,107,68.59,25.79,6,2,33.33,0.99,17,4,23.53,2.81,46,34,73.91,7.6,76,59,77.63,12.56,0,0,0,0,0,0,0,0,6,4,66.67,0.99,0,0,0,0,449,333,74.16,74.21,33,13,39.39,5.45,41,18,43.9,6.78,77,63,81.82,12.73,261,213,81.61,43.14,0,0,0,0,2,0,0,0.33,16,14,87.5,2.64,0,0,0,0
CSP,Michigan,2017,660,591,89.55,11,8,72.73,1.67,24,23,95.83,3.64,153,140,91.5,23.18,425,375,88.24,64.39,1,0,0,0.15,0,0,0,0,32,30,93.75,4.85,0,0,0,0,166,146,87.95,25.15,1,0,0,0.15,4,0,0,0.61,39,35,89.74,5.91,106,91,85.85,16.06,1,0,0,0.15,0,0,0,0,9,8,88.89,1.36,0,0,0,0,494,445,90.08,74.85,10,7,70,1.52,20,19,95,3.03,114,105,92.11,17.27,319,284,89.03,48.33,0,0,0,0,0,0,0,0,23,22,95.65,3.48,0,0,0,0
CSP,Michigan,2018,1739,1428,82.12,63,37,58.73,3.62,75,55,73.33,4.31,227,198,87.22,13.05,1267,1051,82.95,72.86,2,0,0,0.12,3,0,0,0.17,73,60,82.19,4.2,0,0,0,0,487,392,80.49,28,28,16,57.14,1.61,20,13,65,1.15,78,66,84.62,4.49,324,269,83.02,18.63,0,0,0,0,1,0,0,0.06,29,20,68.97,1.67,0,0,0,0,1252,1036,82.75,72,35,21,60,2.01,55,42,76.36,3.16,149,132,88.59,8.57,943,782,82.93,54.23,2,0,0,0.12,2,0,0,0.12,44,40,90.91,2.53,0,0,0,0
CSP,Michigan,2019,2706,2173,80.3,117,54,46.15,4.32,114,84,73.68,4.21,367,317,86.38,13.56,1960,1595,81.38,72.43,1,0,0,0.04,6,5,83.33,0.22,103,86,83.5,3.81,0,0,0,0,843,676,80.19,31.15,53,22,41.51,1.96,36,29,80.56,1.33,121,106,87.6,4.47,580,475,81.9,21.43,0,0,0,0,1,0,0,0.04,34,30,88.24,1.26,0,0,0,0,1863,1497,80.35,68.85,64,32,50,2.37,78,55,70.51,2.88,246,211,85.77,9.09,1380,1120,81.16,51,1,0,0,0.04,5,5,100,0.18,69,56,81.16,2.55,0,0,0,0
CSP,Massachusetts,2017,1242,868,69.89,151,44,29.14,12.16,170,79,46.47,13.69,177,142,80.23,14.25,664,556,83.73,53.46,2,0,0,0.16,1,0,0,0.08,39,27,69.23,3.14,1,0,0,0.08,348,210,60.34,28.02,72,15,20.83,5.8,54,18,33.33,4.35,53,45,84.91,4.27,147,119,80.95,11.84,0,0,0,0,0,0,0,0,16,10,62.5,1.29,0,0,0,0,894,658,73.6,71.98,79,29,36.71,6.36,116,61,52.59,9.34,124,97,78.23,9.98,517,437,84.53,41.63,2,0,0,0.16,1,0,0,0.08,23,17,73.91,1.85,1,0,0,0.08
