Test,State,Year, Total, Total Passed, % Passed,Num Black, Black Passed, % Black Passed, % Black,Num Hispanic, Hisp Passed, % Hisp Passed, % Hisp,Num Asian, Asian Passed, % Asian Passed, % Asian,Num White, White Passed, % White Passed, % White,Num PI, PI Passed, % PI Passed, % PI,Num NA, NA Passed, % NA Passed, % NA,Num 2+, 2+ Passed, % 2+ Passed, % 2+,Num Other, Other Passed, % Other Passed, % Other,Fem Total, Fem Passed, % Fem Passed, % Fem,Num Black Fem, Fem Black Passed, % Fem Black Passed, % Fem Black,Num Hispanic Fem, Fem Hisp Passed, % Fem Hisp Passed, % Fem Hisp,Num Asian Fem, Fem Asian Passed, % Fem Asian Passed, % Fem Asian,Num White Fem, Fem White Passed, % Fem White Passed, % Fem White,Num PI Fem, Fem PI Passed, % Fem PI Passed, % Fem PI,Num NA Fem, Fem NA Passed, % Fem NA Passed, % Fem NA,Num 2+ Fem, Fem 2+ Passed, % Fem 2+ Passed, % Fem 2+,Num Other Fem, Fem Other Passed, % Fem Other Passed,% Fem Other,Male Total, Male Passed, % Male Passed, % Male,Num Black Male, Male Black Passed, % Male Black Passed, % Male Black,Num Hispanic Male, Male Hisp Passed, % Male Hisp Passed, % Male Hisp,Num Asian Male, Male Asian Passed, % Male Asian Passed, % Male Asian,Num White Male, Male White Passed, % Male White Passed, % Male White,Num PI Male, Male PI Passed, % Male PI Passed, % Male PI,Num NA Male, Male NA Passed, % Male NA Passed, % Male NA,Num 2+ Male, Male 2+ Passed, % Male 2+ Passed, % Male 2+,Num Other Male, Male Other Passed, % Male Other Passed, % Male Other
CSP,California,2018,13154,9369,71.23,312,141,45.19,2.37,4247,2183,51.4,32.29,4364,3597,82.42,33.18,3124,2601,83.26,23.75,29,19,65.52,0.22,14,10,71.43,0.11,653,522,79.94,4.96,1,0,0,0.01,4372,3046,69.67,33.24,125,52,41.6,0.95,1438,675,46.94,10.93,1575,1310,83.17,11.97,869,729,83.89,6.61,10,7,70,0.08,4,0,0,0.03,212,171,80.66,1.61,1,0,0,0.01,8782,6323,72,66.76,187,89,47.59,1.42,2809,1508,53.68,21.35,2789,2287,82,21.2,2255,1872,83.02,17.14,19,12,63.16,0.14,10,8,80,0.08,441,351,79.59,3.35,0,0,0,0
CSP,California,2019,16624,12200,73.39,392,208,53.06,2.36,5333,2876,53.93,32.08,5640,4734,83.94,33.93,3935,3311,84.14,23.67,43,32,74.42,0.26,29,17,58.62,0.17,868,723,83.29,5.22,0,0,0,0,5673,4016,70.79,34.13,158,87,55.06,0.95,1865,914,49.01,11.22,2077,1710,82.33,12.49,1152,968,84.03,6.93,10,9,90,0.06,6,3,50,0.04,295,241,81.69,1.77,0,0,0,0,10951,8184,74.73,65.87,234,121,51.71,1.41,3468,1962,56.57,20.86,3563,3024,84.87,21.43,2783,2343,84.19,16.74,33,23,69.7,0.2,23,14,60.87,0.14,573,482,84.12,3.45,0,0,0,0
CSP,Arkansas,2017,492,228,46.34,49,13,26.53,9.96,62,25,40.32,12.6,37,30,81.08,7.52,295,144,48.81,59.96,2,0,0,0.41,4,0,0,0.81,31,10,32.26,6.3,0,0,0,0,152,75,49.34,30.89,22,5,22.73,4.47,23,8,34.78,4.67,13,13,100,2.64,82,45,54.88,16.67,0,0,0,0,2,0,0,0.41,7,2,28.57,1.42,0,0,0,0,340,153,45,69.11,27,8,29.63,5.49,39,17,43.59,7.93,24,17,70.83,4.88,213,99,46.48,43.29,2,0,0,0.41,2,0,0,0.41,24,8,33.33,4.88,0,0,0,0
CSP,Arkansas,2018,781,361,46.22,83,11,13.25,10.63,76,28,36.84,9.73,84,58,69.05,10.76,478,238,49.79,61.2,1,0,0,0.13,8,2,25,1.02,38,20,52.63,4.87,0,0,0,0,260,108,41.54,33.29,40,5,12.5,5.12,25,11,44,3.2,34,23,67.65,4.35,142,62,43.66,18.18,1,0,0,0.13,2,0,0,0.26,13,7,53.85,1.66,0,0,0,0,521,253,48.56,66.71,43,6,13.95,5.51,51,17,33.33,6.53,50,35,70,6.4,336,176,52.38,43.02,0,0,0,0,6,2,33.33,0.77,25,13,52,3.2,0,0,0,0
CSP,Arkansas,2019,851,455,53.47,98,23,23.47,11.52,87,39,44.83,10.22,71,54,76.06,8.34,521,308,59.12,61.22,0,0,0,0,5,1,20,0.59,46,25,54.35,5.41,0,0,0,0,270,115,42.59,31.73,49,6,12.24,5.76,23,8,34.78,2.7,25,15,60,2.94,151,75,49.67,17.74,0,0,0,0,1,0,0,0.12,15,8,53.33,1.76,0,0,0,0,581,340,58.52,68.27,49,17,34.69,5.76,64,31,48.44,7.52,46,39,84.78,5.41,370,233,62.97,43.48,0,0,0,0,4,0,0,0.47,31,17,54.84,3.64,0,0,0,0
CSP,Arizona,2017,258,207,80.23,5,1,20,1.94,71,51,71.83,27.52,60,53,88.33,23.26,102,87,85.29,39.53,0,0,0,0,2,0,0,0.78,14,12,85.71,5.43,0,0,0,0,52,33,63.46,20.16,2,0,0,0.78,16,9,56.25,6.2,14,11,78.57,5.43,19,12,63.16,7.36,0,0,0,0,0,0,0,0,1,0,0,0.39,0,0,0,0,206,174,84.47,79.84,3,0,0,1.16,55,42,76.36,21.32,46,42,91.3,17.83,83,75,90.36,32.17,0,0,0,0,2,0,0,0.78,13,12,92.31,5.04,0,0,0,0
CSP,Arizona,2018,621,418,67.31,19,9,47.37,3.06,183,96,52.46,29.47,106,89,83.96,17.07,259,194,74.9,41.71,1,0,0,0.16,6,1,16.67,0.97,28,23,82.14,4.51,0,0,0,0,164,108,65.85,26.41,9,7,77.78,1.45,57,26,45.61,9.18,24,18,75,3.86,60,46,76.67,9.66,1,0,0,0.16,1,0,0,0.16,9,9,100,1.45,0,0,0,0,457,310,67.83,73.59,10,2,20,1.61,126,70,55.56,20.29,82,71,86.59,13.2,199,148,74.37,32.05,0,0,0,0,5,1,20,0.81,19,14,73.68,3.06,0,0,0,0
CSP,Arizona,2019,907,715,78.83,25,13,52,2.76,256,182,71.09,28.22,169,145,85.8,18.63,386,315,81.61,42.56,2,0,0,0.22,4,0,0,0.44,47,42,89.36,5.18,0,0,0,0,258,202,78.29,28.45,10,6,60,1.1,74,51,68.92,8.16,60,52,86.67,6.62,90,72,80,9.92,0,0,0,0,1,0,0,0.11,19,17,89.47,2.09,0,0,0,0,649,513,79.04,71.55,15,7,46.67,1.65,182,131,71.98,20.07,109,93,85.32,12.02,296,243,82.09,32.64,2,0,0,0.22,3,0,0,0.33,28,25,89.29,3.09,0,0,0,0
CSP,Alaska,2017,42,33,78.57,0,0,0,0,3,0,0,7.14,0,0,0,0,29,23,79.31,69.05,0,0,0,0,1,0,0,2.38,5,4,80,11.9,0,0,0,0,12,7,58.33,28.57,0,0,0,0,0,0,0,0,0,0,0,0,9,6,66.67,21.43,0,0,0,0,1,0,0,2.38,2,0,0,4.76,0,0,0,0,30,26,86.67,71.43,0,0,0,0,3,0,0,7.14,0,0,0,0,20,17,85,47.62,0,0,0,0,0,0,0,0,3,0,0,7.14,0,0,0,0
CSP,Alaska,2018,88,54,61.36,1,0,0,1.14,12,7,58.33,13.64,6,3,50,6.82,51,31,60.78,57.95,0,0,0,0,3,0,0,3.41,13,10,76.92,14.77,0,0,0,0,19,12,63.16,21.59,0,0,0,0,4,0,0,4.55,2,0,0,2.27,9,6,66.67,10.23,0,0,0,0,2,0,0,2.27,2,0,0,2.27,0,0,0,0,69,42,60.87,78.41,1,0,0,1.14,8,4,50,9.09,4,0,0,4.55,42,25,59.52,47.73,0,0,0,0,1,0,0,1.14,11,9,81.82,12.5,0,0,0,0
CSP,Alaska,2019,55,36,65.45,0,0,0,0,2,0,0,3.64,8,1,12.5,14.55,36,28,77.78,65.45,0,0,0,0,3,0,0,5.45,6,5,83.33,10.91,0,0,0,0,14,7,50,25.45,0,0,0,0,1,0,0,1.82,5,0,0,9.09,7,6,85.71,12.73,0,0,0,0,1,0,0,1.82,0,0,0,0,0,0,0,0,41,29,70.73,74.55,0,0,0,0,1,0,0,1.82,3,0,0,5.45,29,22,75.86,52.73,0,0,0,0,2,0,0,3.64,6,5,83.33,10.91,0,0,0,0
CSP,Alabama,2017,1249,816,65.33,143,52,36.36,11.45,69,37,53.62,5.52,123,106,86.18,9.85,820,562,68.54,65.65,1,0,0,0.08,6,5,83.33,0.48,61,37,60.66,4.88,0,0,0,0,408,242,59.31,32.67,56,18,32.14,4.48,25,12,48,2,33,29,87.88,2.64,266,170,63.91,21.3,0,0,0,0,4,0,0,0.32,18,9,50,1.44,0,0,0,0,841,574,68.25,67.33,87,34,39.08,6.97,44,25,56.82,3.52,90,77,85.56,7.21,554,392,70.76,44.36,1,0,0,0.08,2,0,0,0.16,43,28,65.12,3.44,0,0,0,0
CSP,Alabama,2018,1607,911,56.69,216,81,37.5,13.44,97,44,45.36,6.04,114,94,82.46,7.09,1067,628,58.86,66.4,2,0,0,0.12,14,7,50,0.87,70,44,62.86,4.36,0,0,0,0,562,290,51.6,34.97,104,37,35.58,6.47,31,10,32.26,1.93,35,29,82.86,2.18,358,195,54.47,22.28,0,0,0,0,4,0,0,0.25,21,13,61.9,1.31,0,0,0,0,1045,621,59.43,65.03,112,44,39.29,6.97,66,34,51.52,4.11,79,65,82.28,4.92,709,433,61.07,44.12,2,0,0,0.12,10,5,50,0.62,49,31,63.27,3.05,0,0,0,0
CSP,Alabama,2019,1969,1064,54.04,264,69,26.14,13.41,135,53,39.26,6.86,136,103,75.74,6.91,1318,781,59.26,66.94,3,0,0,0.15,12,5,41.67,0.61,74,42,56.76,3.76,0,0,0,0,778,375,48.2,39.51,139,33,23.74,7.06,57,18,31.58,2.89,58,44,75.86,2.95,485,263,54.23,24.63,0,0,0,0,7,3,42.86,0.36,23,12,52.17,1.17,0,0,0,0,1191,689,57.85,60.49,125,36,28.8,6.35,78,35,44.87,3.96,78,59,75.64,3.96,833,518,62.18,42.31,3,0,0,0.15,5,2,40,0.25,51,30,58.82,2.59,0,0,0,0
